一万一千	一萬一千
那斯达克	那斯達克
那曲地区	那曲地區
邪不干正	邪不干正
邪不胜正	邪不勝正
邪恶轴心	邪惡軸心
邮政划拨	郵政劃撥
邮政汇票	郵政匯票
邮购价格	郵購價格
邮购目录	郵購目錄
邻里乡党	鄰里鄉黨
郁堙不偶	鬱堙不偶
郁郁不乐	鬱鬱不樂
郁郁不平	鬱鬱不平
郁郁寡欢	鬱鬱寡歡
郁郁而终	鬱鬱而終
郁郁菲菲	郁郁菲菲
郁郁葱葱	鬱鬱蔥蔥
郁郁青青	郁郁青青
郁闷不乐	鬱悶不樂
郊坛下窑	郊壇下窯
郎才女姿	郎才女姿
郎才女貌	郎才女貌
郎潜白发	郎潛白髮
郑卫之曲	鄭衛之曲
郑重宣布	鄭重宣佈
郡县制度	郡縣制度
部落同盟	部落同盟
都俞吁咈	都俞吁咈
都发局长	都發局長
都市计划	都市計劃
鄂托克旗	鄂托克旗
鄂温克族	鄂溫克族
鄂温克语	鄂溫克語
酋长制度	酋長制度
酌古御今	酌古御今
配享千秋	配享千秋
配件挂勾	配件掛勾
配制饲料	配制飼料
配合禁忌	配合禁忌
配合起来	配合起來
配水干管	配水幹管
配水系统	配水系統
配种季节	配種季節
配给制度	配給制度
配送范围	配送範圍
酒入舌出	酒入舌出
酒后失态	酒後失態
酒后失言	酒後失言
酒后驾车	酒後駕車
酒后驾驶	酒後駕駛
酒有别肠	酒有別腸
酒气冲天	酒氣衝天
酒气熏人	酒氣熏人
酒醴曲蘖	酒醴麴櫱
酒食征逐	酒食徵逐
酣嬉淋漓	酣嬉淋漓
酣畅淋漓	酣暢淋漓
酥松可口	酥鬆可口
酥松油脂	酥鬆油脂
酷刑折磨	酷刑折磨
酸酸咸咸	酸酸鹹鹹
酿造出来	釀造出來
醋酸纤维	醋酸纖維
醯鸡甕里	醯雞甕裏
采光剖璞	采光剖璞
采兰赠芍	采蘭贈芍
采兰赠药	採蘭贈藥
采及葑菲	采及葑菲
采取措施	採取措施
采取行动	採取行動
采椽不斲	采椽不斲
采生折割	採生折割
采石之役	采石之役
采石之战	采石之戰
采石之戰	采石之戰
采矿工业	採礦工業
采矿工程	採礦工程
采矿方法	採礦方法
采空采穗	採空採穗
采薪之忧	采薪之憂
采薪之疾	采薪之疾
采访新闻	採訪新聞
采访编辑	採訪編輯
采访记者	採訪記者
采购供应	採購供應
采购规则	採購規則
采集起来	採集起來
采风问俗	採風問俗
释放出来	釋放出來
释放出狱	釋放出獄
里仁为美	里仁爲美
里出外进	裏出外進
里勾外连	裏勾外連
里外发烧	裏外發燒
里外受敌	裏外受敵
里应外合	裏應外合
里弗赛德	里弗賽德
里急后重	裏急後重
里氏震级	里氏震級
里民大会	里民大會
里瓦尔多	裏瓦爾多
里程碑式	里程碑式
里蒙诺夫	里蒙諾夫
里谈巷议	里談巷議
里进外出	裏進外出
里通外国	裏通外國
里通外敌	裏通外敵
里里外外	裏裏外外
重于泰山	重於泰山
重修旧好	重修舊好
重历旧游	重歷舊遊
重复使用	重複使用
重复记录	重複記錄
重复语境	重複語境
重复课税	重複課稅
重岩叠嶂	重巖疊嶂
重新装修	重新裝修
重新评价	重新評價
重游旧地	重遊舊地
重点采访	重點採訪
重生爷娘	重生爺孃
重置价格	重置價格
重见复出	重見複出
重蹈复辙	重蹈覆轍
重重困难	重重困難
野外定向	野外定向
野无遗才	野無遺才
野胡萝卜	野胡蘿蔔
野草闲花	野草閒花
野鹤闲云	野鶴閒雲
量入为出	量入爲出
量出制入	量出制入
量才录用	量才錄用
量材录用	量材錄用
金伯利岩	金伯利岩
金印如斗	金印如斗
金发女郎	金髮女郎
金发碧眼	金髮碧眼
金头银面	金頭銀面
金本位制	金本位制
金枝玉叶	金枝玉葉
金柜石室	金櫃石室
金榜挂名	金榜掛名
金氏纪录	金氏紀錄
金盏银台	金盞銀臺
金粉楼台	金粉樓臺
金融杠杆	金融槓桿
金融系统	金融系統
金装玉里	金裝玉裏
金谷堕楼	金谷墮樓
金谷酒数	金谷酒數
金针度人	金針度人
金钱万能	金錢萬能
金钱挂帅	金錢掛帥
金钱游戏	金錢遊戲
金铜合铸	金銅合鑄
金马仑道	金馬崙道
釜底游魂	釜底遊魂
釜底游鱼	釜底游魚
釜里之鱼	釜裏之魚
鉴别能力	鑑別能力
鉴古推今	鑑古推今
鉴定考试	鑑定考試
鉴往知来	鑑往知來
鉴核备査	鑑核備査
鉴毛辨色	鑑毛辨色
鉴湖女侠	鑑湖女俠
鉴真和尚	鑑真和尚
鉴貌辨色	鑑貌辨色
鉴赏能力	鑑賞能力
针刺麻醉	針刺麻醉
针叶植物	針葉植物
针头线脑	針頭綫腦
针孔照像	針孔照像
针孔现象	針孔現象
针挑刀挖	針挑刀挖
针灸铜人	鍼灸銅人
针灸麻醉	鍼灸麻醉
针线活儿	針綫活兒
针线活计	針綫活計
针线箔篱	針綫箔籬
针芥相投	鍼芥相投
针针见血	針針見血
针锋相对	針鋒相對
针锋相投	針鋒相投
针饵莫减	針餌莫減
针黹纺绩	針黹紡績
钓游旧地	釣遊舊地
钟在寺里	鐘在寺裏
钟楼怪人	鐘樓怪人
钟表历史	鐘錶歷史
钟鸣漏尽	鐘鳴漏盡
钟鸣鼎食	鐘鳴鼎食
钟鼎之家	鐘鼎之家
钟鼎人家	鐘鼎人家
钟鼎山林	鐘鼎山林
钟鼎款识	鐘鼎款識
钟鼎高门	鐘鼎高門
钟鼓齐鸣	鐘鼓齊鳴
钩心斗角	鉤心鬥角
钩深致远	鉤深致遠
钩花点叶	鉤花點葉
钱柜杂志	錢櫃雜誌
钱过北斗	錢過北斗
钻井平台	鑽井平臺
钻懒帮闲	鑽懶幫閒
钻皮出羽	鑽皮出羽
钻石项链	鑽石項鍊
钿头云篦	鈿頭雲篦
铁云藏龟	鐵雲藏龜
铁杵磨针	鐵杵磨針
铁板大鼓	鐵板大鼓
铁板快书	鐵板快書
铁板注脚	鐵板註腳
铁板牛柳	鐵板牛柳
铁板牛肉	鐵板牛肉
铁板茄子	鐵板茄子
铁索郎当	鐵索郎當
铁路干线	鐵路幹綫
铁面判官	鐵面判官
铁面御史	鐵面御史
铁面无情	鐵面無情
铁面无私	鐵面無私
铅字合金	鉛字合金
铜斗家私	銅斗家私
铜斗家计	銅斗家計
铜琵铁板	銅琵鐵板
银发产业	銀髮產業
银本位制	銀本位制
银杯羽化	銀杯羽化
银河星云	銀河星雲
银行借款	銀行借款
银行存折	銀行存摺
铺盖卷儿	鋪蓋捲兒
铺眉蒙眼	鋪眉蒙眼
铺锦列绣	鋪錦列繡
链式反应	鏈式反應
链锁反应	鏈鎖反應
销售价格	銷售價格
销货折扣	銷貨折扣
锋发韵流	鋒發韻流
锋芒所向	鋒芒所向
锐不可当	銳不可當
锐未可当	銳未可當
锕系元素	錒系元素
错了又错	錯了又錯
错化合物	錯化合物
错彩镂金	錯彩鏤金
错综复杂	錯綜複雜
错落有致	錯落有致
错觉结合	錯覺結合
错误百出	錯誤百出
锦囊佳制	錦囊佳製
锦绣花园	錦繡花園
锲而不舍	鍥而不捨
镂冰雕朽	鏤冰雕朽
镂彩摛文	鏤彩摛文
镂月裁云	鏤月裁雲
镂金错采	鏤金錯采
镜框舞台	鏡框舞臺
镜里孤鸾	鏡裏孤鸞
镧系元素	镧系元素
长吁短叹	長吁短嘆
长君之恶	長君之惡
长恶不悛	長惡不悛
长期借款	長期借款
长林丰草	長林豐草
长歌当哭	長歌當哭
长江后浪	長江後浪
长烟一空	長煙一空
长程计划	長程計劃
长绳系日	長繩繫日
长绳系景	長繩繫景
长辔远御	長轡遠御
长风万里	長風萬里
開發周期	開發周期
门前门后	門前門後
门当户对	門當戶對
门殚户尽	門殫戶盡
门里出身	門裏出身
门里安心	門裏安心
门里门外	門裏門外
闪了一下	閃了一下
闪含语系	閃含語系
闪电战术	閃電戰術
闪闪发光	閃閃發光
闭一只眼	閉一隻眼
闭卷考试	閉卷考試
闭合电路	閉合電路
问个问题	問個問題
问卷调査	問卷調査
问政于民	問政於民
问舍求田	問舍求田
问道于盲	問道於盲
闯荡江湖	闖蕩江湖
闯进闯出	闖進闖出
闲云孤鹤	閒雲孤鶴
闲云野鹤	閒雲野鶴
闲人免进	閒人免進
闲庭信步	閒庭信步
闲情逸致	閒情逸致
闲情逸趣	閒情逸趣
闲打牙儿	閒打牙兒
闲是闲非	閒是閒非
闲杂人员	閒雜人員
闲杂人等	閒雜人等
闲来无事	閒來無事
闲置不用	閒置不用
闲花野草	閒花野草
闲茶浪酒	閒茶浪酒
闲言乱语	閒言亂語
闲言碎语	閒言碎語
闲言长语	閒言長語
闲言闲事	閒言閒事
闲言闲语	閒言閒語
闲话家常	閒話家常
闲话少说	閒話少說
闲邪存诚	閒邪存誠
间不容发	間不容髮
间接证据	間接證據
闷在心里	悶在心裏
闹出笑话	鬧出笑話
闹铃时钟	鬧鈴時鐘
闻名于世	聞名於世
闽台地区	閩臺地區
闾党姻娅	閭黨姻婭
阔别多年	闊別多年
防不胜防	防不勝防
防卫过当	防衛過當
防守战术	防守戰術
防御工事	防禦工事
防御率王	防禦率王
防护面具	防護面具
防毒斗篷	防毒斗篷
防毒面具	防毒面具
防火系统	防火系統
防范体系	防範體系
防范得宜	防範得宜
防范意识	防範意識
防范控制	防範控制
防范措施	防範措施
防范未然	防範未然
阳台云雨	陽臺雲雨
阳台春梦	陽臺春夢
阳极射线	陽極射綫
阳虚发热	陽虛發熱
阴山背后	陰山背後
阴极射线	陰極射綫
阴胜则寒	陰勝則寒
阴虚发热	陰虛發熱
阴阳合历	陰陽合曆
阴阴暗暗	陰陰暗暗
阴阴沈沈	陰陰沈沈
阶梯计价	階梯計價
阶级斗争	階級鬥爭
阻挡不了	阻擋不了
阻止不了	阻止不了
阿什克隆	阿什克隆
阿修罗道	阿修羅道
阿克伦河	阿克倫河
阿克塞县	阿克塞縣
阿克苏市	阿克蘇市
阿克苏河	阿克蘇河
阿克赛钦	阿克賽欽
阿克陶县	阿克陶縣
阿卜杜拉	阿卜杜拉
阿卡提里	阿卡提里
阿历山大	阿歷山大
阿合奇县	阿合奇縣
阿奇里斯	阿奇里斯
阿布叔醇	阿布叔醇
阿布哈兹	阿布哈茲
阿布扎比	阿布扎比
阿布杜拉	阿布杜拉
阿布瑞尤	阿布瑞尤
阿布贝卡	阿布貝卡
阿布达比	阿布達比
阿布雷尤	阿布雷尤
阿弥陀佛	阿彌陀佛
阿弥陀经	阿彌陀經
阿意曲从	阿意曲從
阿扎伦卡	阿紮倫卡
阿扎尼亚	阿扎尼亞
阿旺曲培	阿旺曲培
阿旺曲沛	阿旺曲沛
阿松森岛	阿松森島
阿森松岛	阿森松島
阿瓦里德	阿瓦里德
阿苏火山	阿蘇火山
阿谀苟合	阿諛苟合
阿贾克斯	阿賈克斯
阿里亚斯	阿里亞斯
阿里地区	阿里地區
阿里山乡	阿里山鄉
阿里山区	阿里山區
阿里巴巴	阿里巴巴
阿里桑那	阿里桑那
附会假借	附會假借
附加价值	附加價值
际会风云	際會風雲
陆讋水栗	陸讋水慄
陈三五娘	陳三五娘
陈鼎击钟	陳鼎擊鐘
降价出售	降價出售
降价求售	降價求售
降志辱身	降志辱身
降血压药	降血壓藥
降血脂药	降血脂藥
限制住居	限制住居
限制选举	限制選舉
陕飞集团	陝飛集團
陡然升高	陡然升高
除了之外	除了之外
除凶去害	除凶去害
除恶务尽	除惡務盡
除恶务本	除惡務本
除恶扶善	除惡扶善
除旧布新	除舊佈新
陪审制度	陪審制度
陵土未干	陵土未乾
陶土制品	陶土製品
陶庵梦忆	陶庵夢憶
陷入困境	陷入困境
隆乳手术	隆乳手術
隆河谷地	隆河谷地
随之而后	隨之而後
随口胡诌	隨口胡謅
随后就到	隨後就到
随后就去	隨後就去
随后就来	隨後就來
随心所欲	隨心所欲
随才器使	隨才器使
随时制宜	隨時制宜
隐名合伙	隱名合夥
隐形涂料	隱形塗料
隐恶扬善	隱惡揚善
隔年皇历	隔年皇曆
隔房同辈	隔房同輩
难于上天	難於上天
难于接近	難於接近
难于登天	難於登天
难以出口	難以出口
难偿所愿	難償所願
难出手心	難出手心
难分难舍	難分難捨
难割难舍	難割難捨
难当重任	難當重任
难得糊涂	難得糊塗
难施面目	難施面目
难易适中	難易適中
难舍难分	難捨難分
难舍难离	難捨難離
雄师百万	雄師百萬
雄心万丈	雄心萬丈
雄心壮志	雄心壯志
雄才大略	雄才大略
雄据一方	雄據一方
雅人深致	雅人深致
雅库次克	雅庫次克
雅鲁藏布	雅魯藏布
集中托运	集中托運
集于一身	集於一身
集体强奸	集體強姦
集合名词	集合名詞
集合地点	集合地點
集合时间	集合時間
集合起来	集合起來
集团主义	集團主義
集团结婚	集團結婚
集资合建	集資合建
雌雄同体	雌雄同體
雌雄同株	雌雄同株
雍容闲雅	雍容閒雅
雕心雁爪	鵰心雁爪
雕梁画柱	雕樑畫柱
雕梁画栋	雕樑畫棟
雕楹碧槛	雕楹碧檻
雕版印刷	雕版印刷
雕章缋句	雕章繢句
雕章镂句	雕章鏤句
雕肝琢肾	雕肝琢腎
雕肝琢膂	雕肝琢膂
雕肝镂肾	雕肝鏤腎
雕花漆彩	雕花漆彩
雕虫小技	雕蟲小技
雕虫小艺	雕蟲小藝
雕虫篆刻	雕蟲篆刻
雕蚶镂蛤	雕蚶鏤蛤
雨后春笋	雨後春筍
雨散云收	雨散雲收
雨村曲话	雨村曲話
雨泽下注	雨澤下注
雨约云期	雨約雲期
雨花台区	雨花臺區
雨魄云魂	雨魄雲魂
雪窗萤几	雪窗螢几
雪耻复国	雪恥復國
雪耻报仇	雪恥報仇
雪里送炭	雪裏送炭
零售价格	零售價格
雷克萨斯	雷克薩斯
雷扎耶湖	雷扎耶湖
雷文克劳	雷文克勞
雷蒙德电	雷蒙德電
雷达搜索	雷達搜索
雷霆万钧	雷霆萬鈞
雾里看花	霧裏看花
雾锁云埋	霧鎖雲埋
需才孔亟	需才孔亟
霁范永存	霽範永存
霄壤之别	霄壤之別
震天价响	震天價響
震旦方向	震旦方向
震波曲线	震波曲綫
震源机制	震源機制
震耳欲聋	震耳欲聾
震荡不安	震盪不安
霉气冲天	黴氣衝天
霉运当头	黴運當頭
霍乱杆菌	霍亂桿菌
霍克海姆	霍克海姆
霍普曼杯	霍普曼杯
霑体涂足	霑體塗足
露出原形	露出原形
露出破绽	露出破綻
露出马脚	露出馬腳
露台弟子	露臺弟子
露天开采	露天開採
露才扬己	露才揚己
露面抛头	露面拋頭
霸王别姬	霸王別姬
霸陵折柳	霸陵折柳
霹雳游侠	霹靂遊俠
青云之器	青雲之器
青云之士	青雲之士
青云直上	青雲直上
青云谱区	青雲譜區
青出于蓝	青出於藍
青少年团	青少年團
青山一发	青山一髮
青灯黄卷	青燈黃卷
青蝇吊客	青蠅弔客
青过于蓝	青過於藍
青钱万选	青錢萬選
青面獠牙	青面獠牙
青鞋布袜	青鞋布襪
靖康要录	靖康要錄
静以制动	靜以制動
静极思动	靜極思動
静脉曲张	靜脈曲張
静脉注入	靜脈注入
静脉注射	靜脈注射
静默致哀	靜默致哀
非借不可	非借不可
非党人士	非黨人士
非出不可	非出不可
非占不可	非佔不可
非发不可	非發不可
非发光体	非發光體
非同儿戏	非同兒戲
非同容易	非同容易
非同寻常	非同尋常
非同小可	非同小可
非师范类	非師範類
非当不可	非當不可
非意相干	非意相干
非杠杆化	非槓桿化
非欧几何	非歐幾何
非法勾当	非法勾當
非涂不可	非塗不可
非确定性	非確定性
非签不可	非簽不可
靠外面走	靠外面走
靠里面走	靠裏面走
靡然向风	靡然向風
面上无光	面上無光
面不改容	面不改容
面不改色	面不改色
面临困难	面臨困難
面包师傅	麵包師傅
面北眉南	面北眉南
面向连接	面向連接
面命耳提	面命耳提
面善心恶	面善心惡
面善心狠	面善心狠
面圆耳大	面圓耳大
面墙而立	面牆而立
面壁下帷	面壁下帷
面壁功深	面壁功深
面壁坐禅	面壁坐禪
面壁思过	面壁思過
面如傅粉	面如傅粉
面如冠玉	面如冠玉
面如噀血	面如噀血
面如土色	面如土色
面如敷粉	面如敷粉
面如桃花	面如桃花
面如槁木	面如槁木
面如死灰	面如死灰
面如灰土	面如灰土
面如白纸	面如白紙
面如白蜡	面如白蠟
面如美玉	面如美玉
面如重枣	面如重棗
面如金纸	面如金紙
面如铁色	面如鐵色
面子情儿	面子情兒
面对现实	面對現實
面带微笑	面帶微笑
面带忧容	面帶憂容
面带愁容	面帶愁容
面带病容	面帶病容
面带笑容	面帶笑容
面恶心善	面惡心善
面折廷争	面折廷爭
面授机宜	面授機宜
面方口阔	面方口闊
面无人色	面無人色
面无血色	面無血色
面无表情	面無表情
面月印记	面月印記
面有喜色	面有喜色
面有忧色	面有憂色
面有菜色	面有菜色
面有难色	面有難色
面杖吹火	麵杖吹火
面生不熟	面生不熟
面白无须	面白無鬚
面皮失色	面皮失色
面皮焦黄	面皮焦黃
面皮铁青	面皮鐵青
面目一新	面目一新
面目全非	面目全非
面目可憎	面目可憎
面目清秀	面目清秀
面目狰狞	面目猙獰
面目黄瘦	面目黃瘦
面红耳热	面紅耳熱
面红耳赤	面紅耳赤
面红过耳	面紅過耳
面红面赤	面紅面赤
面缚舆榇	面縛輿櫬
面缚衔璧	面縛銜璧
面色发白	面色發白
面色如土	面色如土
面色如生	面色如生
面色苍白	面色蒼白
面若春花	面若春花
面薄腰纤	面薄腰纖
面见江东	面見江東
面誉背毁	面譽背毀
面试工作	面試工作
面貌一新	面貌一新
面貌全非	面貌全非
面部表情	面部表情
面阔口方	面闊口方
面露不悦	面露不悅
面青脣白	面青脣白
面面俱全	面面俱全
面面俱到	面面俱到
面面俱圆	面面俱圓
面面厮觑	面面廝覷
面面相窥	面面相窺
面面相觑	面面相覷
面黄肌瘦	面黃肌瘦
面黄肌闳	面黃肌閎
面黄脣白	面黃脣白
革出山门	革出山門
革出教门	革出教門
革命党人	革命黨人
革命发展	革命發展
革命干劲	革命幹勁
革命意志	革命意志
革命斗志	革命鬥志
革命积极	革命積極
革面洗心	革面洗心
鞠躬尽力	鞠躬盡力
