一万二	一萬二
评选出	評選出
评鉴为	評鑑爲
识别力	識別力
识别区	識別區
识别号	識別號
识别字	識別字
识别码	識別碼
识别証	識別証
识别证	識別證
诉愿权	訴願權
诉愿状	訴願狀
诉诸于	訴諸於
诊断出	診斷出
词汇学	詞彙學
词语汇	詞語彙
试出来	試出來
试算表	試算表
试验台	試驗台
诙谐曲	詼諧曲
诠释出	詮釋出
诡辩术	詭辯術
诬蔑性	誣衊性
语有云	語有云
诱发型	誘發型
诱发式	誘發式
诱虫灯	誘蟲燈
说不了	說不了
说不准	說不準
说不出	說不出
说不尽	說不盡
说了算	說了算
说出去	說出去
说出口	說出口
说出来	說出來
说参请	說參請
说回来	說回來
说好了	說好了
说定了	說定了
说教术	說教術
说白了	說白了
说穿了	說穿了
说闲话	說閒話
诵经台	誦經臺
请出去	請出去
请出来	請出來
请参阅	請參閱
请回到	請回到
请回去	請回去
请回来	請回來
请愿书	請願書
请愿团	請願團
请愿权	請願權
请愿案	請願案
请说出	請說出
诺瓦克	諾瓦克
诺福克	諾福克
读出来	讀出來
读后感	讀後感
读心术	讀心術
读脣术	讀脣術
课田制	課田制
课程表	課程表
课表上	課表上
谁干净	誰乾淨
谁干的	誰幹的
调出去	調出去
调出来	調出來
调制出	調製出
调制法	調製法
调制波	調製波
调合漆	調合漆
调回去	調回去
调回来	調回來
调幅台	調幅台
调查团	調査團
调查表	調査表
调査出	調査出
调査团	調査團
调査表	調査表
调画出	調畫出
调色板	調色板
调药刀	調藥刀
调配出	調配出
调钟表	調鐘錶
调频台	調頻臺
谈不出	談不出
谈得出	談得出
谈论出	談論出
谋出路	謀出路
谎敲才	謊敲才
谢克尔	謝克爾
谢叶配	謝葉配
谢志伟	謝志偉
谢福松	謝福松
谢秋华	謝秋華
谢苏叶	謝蘇葉
谢苏配	謝蘇配
谢里夫	謝里夫
谨于心	謹於心
谭嗣同	譚嗣同
谱出来	譜出來
谷中谷	谷中谷
谷垣祯	谷垣禎
谷城县	谷城縣
谷月涵	谷月涵
谷树皮	谷樹皮
谷梁传	穀梁傳
谷氨酸	穀氨酸
谷神星	穀神星
豁上干	豁上幹
豁出去	豁出去
豁出来	豁出來
豁命干	豁命幹
豁死干	豁死幹
豆制品	豆製品
豆姑娘	豆姑娘
豆娘子	豆娘子
豆干展	豆乾展
豆腐干	豆腐乾
象征性	象徵性
象征着	象徵着
象牙雕	象牙雕
象鼻虫	象鼻蟲
豪华游	豪華遊
貂复额	貂覆額
贝克勒	貝克勒
贝克尔	貝克爾
贝克曼	貝克曼
贝克汉	貝克漢
贝克特	貝克特
贝叶书	貝葉書
贝叶树	貝葉樹
贝叶棕	貝葉棕
贝叶经	貝葉經
贝尔杰	貝爾傑
贝理克	貝理克
贝西克	貝西克
贝里拉	貝里拉
贝里斯	貝里斯
贞丰县	貞豐縣
负债表	負債表
负后像	負後像
负回馈	負回饋
负手板	負手板
负面性	負面性
贡献出	貢獻出
财划法	財劃法
财布施	財佈施
财金系	財金系
责任制	責任制
败血症	敗血症
货柜场	貨櫃場
货柜屋	貨櫃屋
货柜船	貨櫃船
货柜车	貨櫃車
货柜轮	貨櫃輪
货物柜	貨物櫃
贪睡虫	貪睡蟲
贫困化	貧困化
贫困率	貧困率
贫血症	貧血症
购买欲	購買慾
购并案	購併案
购物台	購物台
购物欲	購物慾
贯云石	貫雲石
贴出去	貼出去
贴出来	貼出來
费卢杰	費盧傑
费周章	費周章
费杰罗	費傑羅
费洛蒙	費洛蒙
费舍尔	費舍爾
费达克	費達克
费里尼	費里尼
贺尔蒙	賀爾蒙
贾克逊	賈克遜
贾斯克	賈斯克
贾氏症	賈氏症
贾第虫	賈第蟲
贾里尔	賈里爾
贾鸿秋	賈鴻秋
资料录	資料錄
资料表	資料表
资管系	資管系
资讯系	資訊系
资金面	資金面
赋格曲	賦格曲
赌钱厂	賭錢廠
赎回权	贖回權
赏面子	賞面子
赖幸媛	賴幸媛
赖索托	賴索托
赖蒙特	賴蒙特
赚不了	賺不了
赚个饱	賺個飽
赚回来	賺回來
赛德克	賽德克
赛程表	賽程表
赞一句	讚一句
赞一声	讚一聲
赞一赞	讚一讚
赞两句	讚兩句
赞个不	讚個不
赞助人	贊助人
赞助商	贊助商
赞助者	贊助者
赞口不	讚口不
赞叹声	讚歎聲
赞成票	贊成票
赞成者	贊成者
赞比亚	贊比亞
赞皇县	贊皇縣
赞美歌	讚美歌
赞美诗	讚美詩
赞自己	讚自己
赞西佩	赞西佩
赞誉为	讚譽爲
赡表子	贍表子
赢不了	贏不了
赢回去	贏回去
赢回来	贏回來
赢定了	贏定了
赤松子	赤松子
赤道面	赤道面
赤霉素	赤黴素
赫克比	赫克比
赫里斯	赫里斯
走上台	走上臺
走下台	走下臺
走不了	走不了
走亲戚	走親戚
走出去	走出去
走出来	走出來
走后门	走後門
走回去	走回去
走回头	走回頭
走回来	走回來
走回路	走迴路
走娘家	走孃家
走来回	走來回
走板眼	走板眼
赵丰邦	趙豐邦
赵五娘	趙五娘
赵坤郁	趙坤郁
赵志坚	趙志堅
赵无极	趙無極
赵治勋	趙治勳
赵玄坛	趙玄壇
赶下台	趕下臺
赶不出	趕不出
赶出去	趕出去
赶出来	趕出來
赶回到	趕回到
赶回去	趕回去
赶回来	趕回來
赶得出	趕得出
赶面棍	趕麵棍
起不了	起不了
起发性	起發性
起因于	起因於
起居注	起居注
起扑杆	起撲桿
起模范	起模範
起源于	起源於
起跳价	起跳價
起跳板	起跳板
超低价	超低價
超党派	超黨派
超平面	超平面
超然台	超然臺
超级杯	超級盃
超范围	超範圍
超链接	超鏈接
趋近于	趨近於
足协杯	足協盃
足总杯	足總杯
跃升为	躍升爲
跌停板	跌停板
跌打药	跌打藥
跑不了	跑不了
跑出去	跑出去
跑出来	跑出來
跑台子	跑檯子
跑回去	跑回去
跑回来	跑回來
跛行症	跛行症
跟出去	跟出去
跟出来	跟出來
跟头虫	跟頭蟲
跟屁虫	跟屁蟲
跨出去	跨出去
跨出来	跨出來
跨平台	跨平臺
路克索	路克索
路怒症	路怒症
路码表	路碼表
跳伞台	跳傘台
跳出去	跳出去
跳出来	跳出來
跳只舞	跳隻舞
跳回去	跳回去
跳回来	跳回來
跳水台	跳水台
跳脱出	跳脫出
跷跷板	蹺蹺板
跻身于	躋身於
踏出去	踏出去
踏出来	踏出來
踏板车	踏板車
踏脚板	踏腳板
踏足板	踏足板
踢不出	踢不出
踢出去	踢出去
踢出来	踢出來
踢回去	踢回去
踢回来	踢回來
踩坏了	踩壞了
蹦出来	蹦出來
蹭棱子	蹭棱子
躁狂症	躁狂症
躁郁症	躁鬱症
身历声	身歷聲
身后事	身後事
身板儿	身板兒
躯干骨	軀幹骨
躲不了	躲不了
躲清闲	躲清閒
躺出去	躺出去
躺出来	躺出來
车仔面	車仔麵
车厂子	車廠子
车叶草	車葉草
车后箱	車後箱
车库里	車庫裏
车百合	車百合
车站里	車站裏
轧钢厂	軋鋼廠
轨道面	軌道面
转个弯	轉個彎
转关系	轉關係
转出去	轉出去
转出来	轉出來
转向器	轉向器
转向往	轉向往
转向架	轉向架
转向灯	轉向燈
转回去	轉回去
转回来	轉回來
转折亲	轉折親
转折点	轉折點
转播台	轉播台
转注字	轉註字
转车台	轉車台
转速表	轉速錶
轮休制	輪休制
轮值表	輪值表
轮台县	輪臺縣
轮唱曲	輪唱曲
轮旋曲	輪旋曲
轮流制	輪流制
轮流干	輪流幹
轮班制	輪班制
轮生叶	輪生葉
轮种法	輪種法
软面筋	軟麵筋
轰出去	轟出去
轰出来	轟出來
轴根系	軸根系
轻松地	輕鬆地
轻蔑性	輕蔑性
轻袅袅	輕嫋嫋
载出去	載出去
载出来	載出來
载满了	載滿了
辅导团	輔導團
辈子干	輩子幹
辉格党	輝格黨
辉绿岩	輝綠岩
辉长岩	輝長岩
辍耕录	輟耕錄
输出业	輸出業
输出入	輸出入
输出到	輸出到
输出区	輸出區
输出去	輸出去
输出品	輸出品
输出国	輸出國
输出来	輸出來
输出管	輸出管
输出表	輸出表
输出量	輸出量
辗米厂	輾米廠
辛辣面	辛辣麵
辛里希	辛里希
辜濂松	辜濂松
辟支佛	辟支佛
辟雍砚	辟雍硯
辣哈布	辣哈布
辣椒面	辣椒麵
辣胡椒	辣胡椒
辨别力	辨別力
辨奸论	辨姦論
辨认出	辨認出
辨识出	辨識出
辩才天	辯才天
辩论术	辯論術
辫穗头	辮穗頭
辽三彩	遼三彩
辽太后	遼太后
达克龙	達克龍
达欣杯	達欣盃
达瓦党	達瓦黨
迁出去	遷出去
迁出来	遷出來
迁回去	遷回去
迁回来	遷回來
迁就于	遷就於
迁怒于	遷怒於
过不了	過不了
过世面	過世面
过云雨	過雲雨
过傢伙	過傢伙
过动症	過動症
过去了	過去了
过干瘾	過乾癮
过庭录	過庭錄
过得了	過得了
过折了	過折了
过敏症	過敏症
过水面	過水麵
迈克尔	邁克爾
迈科里	邁科裏
迎宾曲	迎賓曲
迎斗灯	迎斗燈
迎春曲	迎春曲
运出去	運出去
运出来	運出來
运动党	運動黨
运回去	運回去
运回来	運回來
运用于	運用於
近似于	近似於
近几年	近幾年
近思录	近思錄
近日里	近日裏
还不出	還不出
还乡团	還鄉團
还了得	還了得
还出去	還出去
还出来	還出來
还只是	還只是
还只有	還只有
还回到	還回到
还回去	還回去
还回来	還回來
还愿意	還願意
还用于	還用於
还让出	還讓出
这一个	這一個
这个月	這個月
这么个	這麼個
这么干	這麼幹
这些个	這些個
这伙人	這夥人
这几个	這幾個
这几天	這幾天
这几次	這幾次
这出剧	這齣劇
这只不	這只不
这只允	這只允
这只容	這只容
这只是	這只是
这只用	這只用
这只采	這只採
这回事	這回事
这当儿	這當兒
这方面	這方面
这种事	這種事
这种人	這種人
这里会	這裏會
这里在	這裏在
这里是	這裏是
这里有	這裏有
这里能	這裏能
进不了	進不了
进修班	進修班
进出口	進出口
进出境	進出境
进度表	進度表
进得了	進得了
进步党	進步黨
进行曲	進行曲
进货价	進貨價
进香团	進香團
远征军	遠征軍
连云区	連雲區
连云港	連雲港
连系词	連繫詞
连胜文	連勝文
迦叶佛	迦葉佛
迪克斯	迪克斯
迪化厂	迪化廠
迷幻药	迷幻藥
迷彩服	迷彩服
迷彩裤	迷彩褲
迷魂药	迷魂藥
迸出去	迸出去
迸出来	迸出來
迸发出	迸發出
追回去	追回去
追回来	追回來
追査出	追査出
退出去	退出去
退出来	退出來
退回去	退回去
退回来	退回來
退烧药	退燒藥
送出去	送出去
送出来	送出來
送回到	送回到
送回去	送回去
送回来	送回來
送客台	送客檯
送秋波	送秋波
适合于	適合於
适合者	適合者
适婚期	適婚期
适婚者	適婚者
适应力	適應力
适应性	適應性
适应期	適應期
适应症	適應症
适当地	適當地
适当性	適當性
适当的	適當的
适时地	適時地
适法性	適法性
适用于	適用於
适用性	適用性
适用者	適用者
适航性	適航性
适配器	適配器
适配层	適配層
逃不了	逃不了
逃不出	逃不出
逃债台	逃債臺
逃出去	逃出去
逃出来	逃出來
逃脱出	逃脫出
逆价差	逆價差
逆时针	逆時針
逆转录	逆轉錄
逆钟向	逆鐘向
选举制	選舉制
选修科	選修科
选修课	選修課
选出来	選出來
选拔出	選拔出
逊克县	遜克縣
逍遥游	逍遙遊
透出去	透出去
透出来	透出來
透漏出	透漏出
透露出	透露出
递出去	遞出去
递出来	遞出來
递回去	遞回去
递回来	遞回來
通便药	通便藥
通党库	通黨庫
通历史	通歷史
通奸罪	通姦罪
通布图	通佈圖
通心面	通心麵
通志馆	通志館
通讯录	通訊錄
逛出去	逛出去
逛出来	逛出來
逛回去	逛回去
逛回来	逛回來
速克达	速克達
速食面	速食麵
造出来	造出來
造就出	造就出
造币厂	造幣廠
造纸厂	造紙廠
造纸术	造紙術
造船厂	造船廠
造船系	造船系
造血干	造血幹
造钟表	造鐘錶
逸出功	逸出功
逸周书	逸周書
逼下台	逼下臺
逼出去	逼出去
逼出来	逼出來
逼回去	逼回去
逼回来	逼回來
遇风后	遇風後
遏云社	遏雲社
道不了	道不了
道不出	道不出
道克鲁	道克魯
道种智	道種智
道里区	道里區
遗传钟	遺傳鐘
遗忘症	遺忘症
遗风余	遺風餘
遣送回	遣送回
遥地里	遙地裏
遮不了	遮不了
遮光板	遮光板
遮场面	遮場面
遮护板	遮護板
遮羞布	遮羞布
遮阳板	遮陽板
遴选出	遴選出
避孕药	避孕藥
避雷针	避雷針
避风台	避風臺
邢台县	邢臺縣
邢台市	邢臺市
那个人	那個人
那么干	那麼幹
那伙人	那夥人
那几个	那幾個
那几天	那幾天
那几次	那幾次
那出剧	那齣劇
那只是	那只是
那只有	那只有
那当儿	那當兒
那方面	那方面
那曲县	那曲縣
那曲市	那曲市
那种人	那種人
那维克	那維克
邮汇局	郵匯局
邱富郁	邱富郁
邱正杰	邱正傑
邱胜琦	邱勝琦
邱胜翊	邱勝翊
邱郁婷	邱郁婷
邵廷采	邵廷采
邵维杰	邵維傑
邻里长	鄰里長
郁南县	鬱南縣
郁沉沉	鬱沉沉
郁离子	郁離子
郁达夫	郁達夫
郁金香	鬱金香
郁闭度	鬱閉度
郎之万	郎之萬
郑丞杰	鄭丞傑
郑丰喜	鄭豐喜
郑余豪	鄭余豪
郑俊杰	鄭俊傑
郑克塽	鄭克塽
郑克爽	鄭克爽
郑凯云	鄭凱云
郑家钟	鄭家鐘
郑幸娟	鄭幸娟
郑庄公	鄭莊公
郑志龙	鄭志龍
郑明修	鄭明修
郑易里	鄭易里
郑杰文	鄭傑文
郑板桥	鄭板橋
郑梦准	鄭夢準
郑苹如	鄭蘋如
郑荣松	鄭榮松
郡县制	郡縣制
郡国制	郡國制
部胡林	部胡林
部落发	部落發
郭勇志	郭勇志
郭台成	郭台成
郭台铭	郭台銘
郭子干	郭子乾
郭志明	郭志明
郭松焘	郭松焘
郭泓志	郭泓志
郭采洁	郭采潔
都出去	都出去
都出来	都出來
都卜勒	都卜勒
都发局	都發局
都受了	都受了
都回去	都回去
都回来	都回來
都必须	都必須
都肯干	都肯幹
都舍下	都捨下
鄂托克	鄂托克
鄭凱云	鄭凱云
配出来	配出來
配合上	配合上
配合度	配合度
配合款	配合款
配合着	配合著
配合题	配合題
配膳台	配膳檯
配药师	配藥師
酒娘子	酒娘子
酒已干	酒已乾
酒帘子	酒帘子
酒干了	酒乾了
酒干尽	酒乾盡
酒干掉	酒乾掉
酒注子	酒注子
酒游花	酒游花
酝酿出	醞釀出
酩子里	酩子裏
酮体症	酮體症
酷毙了	酷斃了
酿酒厂	釀酒廠
醉心于	醉心於
醉熏熏	醉熏熏
醋坛子	醋罈子
醒狮团	醒獅團
采下去	採下去
采下来	採下來
采回去	採回去
采回来	採回來
采收期	採收期
采收率	採收率
采树种	採樹種
采样法	採樣法
采样率	採樣率
采棉机	採棉機
采樵人	採樵人
采煤矿	採煤礦
采珠人	採珠人
采用到	採用到
采用率	採用率
采石厂	採石廠
采石场	採石場
采矿业	採礦業
采矿场	採礦場
采矿工	採礦工
采砂场	採砂場
采空区	採空區
采花贼	採花賊
采芹人	採芹人
采茶戏	採茶戲
采茶歌	採茶歌
采药人	採藥人
采莲曲	採蓮曲
采莲船	採蓮船
采访使	採訪使
采访员	採訪員
采访团	採訪團
采访权	採訪權
采购员	採購員
采购团	採購團
采购案	採購案
采购法	採購法
采购站	採購站
采购量	採購量
采过去	採過去
采过来	採過來
采集到	採集到
采集法	採集法
采风录	采風錄
釉下彩	釉下彩
释放出	釋放出
里克特	里克特
里包恩	里包恩
里士满	裏士滿
里外里	裏外裏
里奇蒙	里奇蒙
里契蒙	里契蒙
里奥斯	里奧斯
里尔队	里爾隊
里干事	里幹事
里怀里	裏懷裏
里斯本	里斯本
里昂市	里昂市
里昂队	里昂隊
里槅子	裏槅子
里欧斯	里歐斯
里港乡	里港鄉
里牵绵	裏牽綿
里程碑	里程碑
里程表	里程錶
里程计	里程計
里维拉	里維拉
里肌肉	里肌肉
里脊肉	裏脊肉
里贝利	里貝利
里贾纳	里賈納
里边儿	裏邊兒
里邻长	里鄰長
里长伯	里長伯
里面儿	裏面兒
里面包	裏面包
重估后	重估後
重划区	重劃區
重划局	重劃局
重力摆	重力擺
重复式	重複式
重复本	重複本
重复法	重複法
重复节	重複節
重定向	重定向
重罗面	重羅麵
野台戏	野臺戲
野姜花	野薑花
野百合	野百合
野获编	野獲編
量回去	量回去
量回来	量回來
量雨表	量雨表
金万福	金萬福
金云母	金雲母
金仆姑	金僕姑
金仑溪	金崙溪
金光党	金光黨
金创药	金創藥
金升圭	金昇圭
金升渊	金升淵
金台区	金臺區
金合欢	金合歡
金周成	金周成
金坛市	金壇市
金基范	金基範
金士杰	金士傑
金属制	金屬製
金属杆	金屬桿
金属板	金屬板
金布道	金布道
金曲奖	金曲獎
金正云	金正雲
金甲虫	金甲蟲
金疮药	金瘡藥
金石录	金石錄
金穗奖	金穗獎
金线虫	金綫蟲
金花虫	金花蟲
金衡制	金衡制
金表态	金表態
金表情	金表情
金表扬	金表揚
金表明	金表明
金表演	金表演
金表现	金表現
金表示	金表示
金表达	金表達
金表露	金表露
金表面	金表面
金谷园	金谷園
金里奇	金裏奇
金针山	金針山
金针花	金針花
金针菇	金針菇
金针菜	金針菜
金钟儿	金鐘兒
金钟奖	金鐘獎
金钟罩	金鐘罩
金钟铲	金鐘鏟
金钱板	金錢板
金马克	金馬克
鉴别力	鑑別力
鉴别器	鑑別器
鉴定为	鑑定爲
鉴定书	鑑定書
鉴定人	鑑定人
鉴藏印	鑑藏印
鉴赏力	鑑賞力
鉴赏印	鑑賞印
鉴赏家	鑑賞家
鉴频器	鑑頻器
针叶林	針葉林
针叶树	針葉樹
针对于	針對於
针对性	針對性
针尖儿	針尖兒
针形叶	針形葉
针梳机	針梳機
针状物	針狀物
针眼子	針眼子
针笔匠	針筆匠
针箍儿	針箍兒
针线包	針綫包
针线娘	針綫娘
针线扁	針綫扁
针线活	針綫活
针线盒	針綫盒
针织厂	針織廠
针织品	針織品
针织料	針織料
针鼻儿	針鼻兒
钉书针	釘書針
钓鱼台	釣魚臺
钓鱼杆	釣魚杆
钛合金	鈦合金
钟乳洞	鐘乳洞
钟乳石	鐘乳石
钟发音	鐘發音
钟响声	鐘響聲
钟山区	鐘山區
钟山县	鐘山縣
钟左右	鐘左右
钟形虫	鐘形蟲
钟无豔	鍾無豔
钟楚红	鐘楚紅
钟楼区	鐘樓區
钟欣桐	鍾欣桐
钟点房	鐘點房
钟点费	鐘點費
钟珮瑄	鐘珮瑄
钟祥县	鐘祥縣
钟祥市	鐘祥市
钟福松	鐘福松
钟表停	鐘錶停
钟表决	鍾表決
钟表店	鐘錶店
钟表快	鐘錶快
钟表态	鍾表態
钟表慢	鐘錶慢
钟表明	鍾表明
钟表演	鐘表演
钟表王	鐘錶王
钟表现	鐘表現
钟表的	鐘錶的
钟表盘	鐘表盤
钟表示	鍾表示
钟表行	鐘錶行
钟表速	鐘錶速
钟表露	鍾表露
钟表面	鐘表面
钟陈列	鐘陳列
钟鼎文	鐘鼎文
钢制品	鋼製品
钢曲尺	鋼曲尺
钢琴曲	鋼琴曲
钢笔杆	鋼筆桿
钢铁厂	鋼鐵廠
钥匙链	鑰匙鏈
钩出来	鉤出來
钩勒出	鉤勒出
钩虫病	鉤蟲病
钱板儿	錢板兒
钱玄同	錢玄同
钱钟书	錢鐘書
钻个洞	鑽個洞
钻出来	鑽出來
钻心虫	鑽心蟲
铁了心	鐵了心
铁人团	鐵人團
铁克人	鐵克人
铁合金	鐵合金
铁娘子	鐵娘子
铁工厂	鐵工廠
铁布衫	鐵布衫
铁拍板	鐵拍板
铁板烧	鐵板燒
铁板路	鐵板路
铁板面	鐵板麵
铁栏杆	鐵欄杆
铁甲虫	鐵甲蟲
铁胃团	鐵胃團
铁苏木	鐵蘇木
铃响后	鈴響後
铜制品	銅製品
铜斗儿	銅斗兒
铜梁县	銅梁縣
铜雀台	銅雀臺
铝制品	鋁製品
铝合金	鋁合金
铰链叶	鉸鏈葉
铲土机	鏟土機
铲运机	鏟運機
铲运车	鏟運車
铲雪车	鏟雪車
银丝卷	銀絲捲
银发族	銀髮族
银合欢	銀合歡
银河系	銀河系
银纤维	銀纖維
银行团	銀行團
铸币厂	鑄幣廠
铸造出	鑄造出
铺出去	鋪出去
铺出来	鋪出來
铺地板	鋪地板
铺面房	鋪面房
链传动	鏈傳動
链反应	鏈反應
链气士	鍊氣士
链球菌	鏈球菌
链路层	鏈路層
链金术	鍊金術
链钳子	鏈鉗子
链霉素	鏈黴素
销回去	銷回去
销回来	銷回來
锅烟子	鍋煙子
锆合金	鋯合金
锋面雨	鋒面雨
错不了	錯不了
错别字	錯別字
锚链孔	錨鏈孔
锡克拜	錫克拜
锡克教	錫克教
锡克族	錫克族
锡当河	錫當河
